Restaurant Name,Category,Rating,Cost for Two (in Rupees),Area,Primary_Cuisine,Price_Category,Rating_Category
Singh Da Pind,"Punjabi, North Indian, Chinese, Mughlai, Combo",3.7,400,HSR,Punjabi,Mid-Range,Good
FreshMenu,"Chinese, Continental, Italian, Mediterranean, Thai, Lebanese, American, Asian, B...",3.8,250,Indiranagar,Chinese,Mid-Range,Good
Sree Spicy Hub - Andhra Style Restaurant,"Andhra, Biryani, Hyderabadi, South Indian",3.8,250,Indiranagar,Andhra,Mid-Range,Good
Sardarji Londonwaley,"North Indian, Chinese, Mughlai, Biryani",3.7,200,Indiranagar,North Indian,Budget,Good
Wok China,Chinese,3.9,300,Indiranagar,Chinese,Mid-Range,Good
BHAGATRAM SWEETS,"Sweets, Indian, South Indian, North Indian, Beverages",3.6,300,Indiranagar,Sweets,Mid-Range,Good
Green G Juice Bar,"Beverages, Continental, Desserts",3.8,200,Indiranagar,Beverages,Budget,Good
Swamy's Naati Kitchen,"Biryani, Indian",3.5,750,Indiranagar,Biryani,Luxury,Average
SNACKS CORNER,"Snacks, North Indian, Beverages, Street Food",3.9,350,Indiranagar,Snacks,Mid-Range,Good
Waffl'd,"Bakery, Desserts, Beverages, Combo, European, Ice Cream, Juices, Waffle, Sweets",3.9,200,Indiranagar,Bakery,Budget,Good
Donne Biriyani Mane,Indian,3.9,700,Indiranagar,Indian,Premium,Good
Chaipatty,"Beverages, Pizzas, Street Food, Snacks",3.3,200,Indiranagar,Beverages,Budget,Average
Chilli & Chives,"Asian, Chinese, Thai, Vietnamese",3.4,750,Indiranagar,Asian,Luxury,Average
SVSS Biryani,"Hyderabadi, Andhra, Continental",3.8,500,Indiranagar,Hyderabadi,Premium,Good
Tandoor and Tadka,"North Indian, Tandoor, Chinese",3.1,250,Indiranagar,North Indian,Mid-Range,Average
Pizza Stop,"Italian, Pizzas",3.9,400,Indiranagar,Italian,Mid-Range,Good
Five star chicken,Italian,3.8,200,Indiranagar,Italian,Budget,Good
mahifoodcorner,"Snacks, South Indian, Beverages",3.5,200,Indiranagar,Snacks,Budget,Average
Delhi Highway,"Indian, Jain, North Indian, Mughlai",3.7,1100,Indiranagar,Indian,Luxury,Good
Andhra Mess,"Andhra, South Indian, Biryani, Chinese, Hyderabadi",3.6,250,Indiranagar,Andhra,Mid-Range,Good
Goli Vada Pav No .1,"Maharashtrian, North Indian, Street Food",3.8,100,Indiranagar,Maharashtrian,Budget,Good
limelight-Royal Orchid Hotel,"North Indian, Indian",3.5,250,Indiranagar,North Indian,Mid-Range,Average
Southly Healthy,"South Indian, Healthy Food",3.7,200,Indiranagar,South Indian,Budget,Good
Rotti Walla,"North Indian, Chinese, Snacks, Beverages, Tandoor",3.9,200,Indiranagar,North Indian,Budget,Good
Anjappar,"Chettinad, Thalis, Biryani, Chinese, Tandoor, South Indian, North Indian",3.9,600,Indiranagar,Chettinad,Premium,Good
New Punjabi Hotel,"North Indian, Punjabi, Tandoor, Chinese",3.8,250,Indiranagar,North Indian,Mid-Range,Good
NH8,"Rajasthani, Gujarati, North Indian, Snacks, Desserts, Beverages, Thalis, Chaat",3.9,350,Indiranagar,Rajasthani,Mid-Range,Good
Pizza Hut,"Pizzas, Fast Food",3.8,300,Indiranagar,Pizzas,Mid-Range,Good
Omleterian,"Continental, American, Fast Food",3.9,300,Indiranagar,Continental,Mid-Range,Good
THE DECCAN BIRYANI,"Biryani, North Indian, Snacks",3.9,300,Indiranagar,Biryani,Mid-Range,Good
The Khichadi Factory,North Indian,3.8,300,Indiranagar,North Indian,Mid-Range,Good
UBQ by Barbeque Nation,"North Indian, Barbecue, Biryani, Kebabs, Mughlai, Desserts",3.9,300,Indiranagar,North Indian,Mid-Range,Good
Homelike,"Home Food, North Indian, Biryani, Thalis, Beverages, Chinese, Healthy Food, Indi...",3.6,200,Indiranagar,Home Food,Budget,Good
The Kolkata Katiroll,"Snacks, Beverages, Chinese",3.6,200,Indiranagar,Snacks,Budget,Good
Malabar,South Indian,3.9,500,Indiranagar,South Indian,Premium,Good
Chinese Wok (Wok Express),"Chinese, Asian, Tibetan, Desserts",3.9,250,Indiranagar,Chinese,Mid-Range,Good
Biriyani Hub,"Andhra, Hyderabadi, Biryani, South Indian",3.7,250,Indiranagar,Andhra,Mid-Range,Good
Momoz,"Chinese, Thai, Seafood, Asian, Combo, Malaysian",3.8,350,Indiranagar,Chinese,Mid-Range,Good
Chopstick,"Chinese, Thai, Seafood, Asian, Combo, Healthy Food, Beverages",3.9,350,Indiranagar,Chinese,Mid-Range,Good
The Red Box,Chinese,3.8,400,Indiranagar,Chinese,Mid-Range,Good
Oven Story Pizza,"Pizzas, Italian",3.9,400,Indiranagar,Pizzas,Mid-Range,Good
Gurukrupa Paratha House,"Chinese, North Indian, Punjabi",3.8,250,Indiranagar,Chinese,Mid-Range,Good
Gourmet Men,"Pizzas, Beverages, Desserts",3.7,600,Indiranagar,Pizzas,Premium,Good
Salad Men,"Salads, Healthy Food",3.9,500,Indiranagar,Salads,Premium,Good
Rocket Wok,"Chinese, Thai, Asian, Combo, Vietnamese, Pan-Asian",3.9,400,Indiranagar,Chinese,Mid-Range,Good
THE OB'ROK,"Arabian, Street Food, Beverages, Tandoor, Healthy Food, Middle Eastern",3.8,250,Indiranagar,Arabian,Mid-Range,Good
La Pino'z Pizza,"Pizzas, Fast Food, Italian",3.8,500,Indiranagar,Pizzas,Premium,Good
Chole Bhature Wale,"North Indian, Chaat, Snacks",3.7,250,Indiranagar,North Indian,Mid-Range,Good
Big Bowl Company,"North Indian, Chinese, Biryani",3.8,250,Indiranagar,North Indian,Mid-Range,Good
Hungry B,"North Indian, Indian, Continental, Biryani, Beverages, Combo",3.1,250,Indiranagar,North Indian,Mid-Range,Average
Karnataka state CO-OPERATIVE fisheries federation,"Seafood, Indian",3.8,200,Jayanagar,Seafood,Budget,Good
Bikaner Sweets,Sweets,3.9,99,Jayanagar,Sweets,Budget,Good
Hari Super Sandwich,"Chaat, Snacks, Pizzas, North Indian, Indian",3.9,100,Jayanagar,Chaat,Budget,Good
DESI BIRYANI,"Biryani, South Indian",3.8,300,Jayanagar,Biryani,Mid-Range,Good
The Red Box,Chinese,3.9,400,Jayanagar,Chinese,Mid-Range,Good
SUBWAY,"Salads, Snacks, Desserts, Beverages",3.9,350,Jayanagar,Salads,Mid-Range,Good
Sukh Sagar,"South Indian, Chinese, Beverages",3.8,250,Jayanagar,South Indian,Mid-Range,Good
The Dessert Zone,"Bakery, Desserts, Ice Cream, Beverages",3.8,200,Jayanagar,Bakery,Budget,Good
Al Fillfilah Mandi Majlis,Arabian,3.6,250,Jayanagar,Arabian,Mid-Range,Good
Hari Super Sandwich,Fast Food,3.9,100,Jayanagar,Fast Food,Budget,Good
BOX8 - Desi Meals,"North Indian, Biryani, Fast Food, Desserts, Combo",3.8,250,Jayanagar,North Indian,Mid-Range,Good
Ambur star dum biriyani,Biryani,3.7,200,Jayanagar,Biryani,Budget,Good
COCOHOUSE,Indian,3.7,150,Jayanagar,Indian,Budget,Good
Fusion Kitchen,"Chinese, North Indian, South Indian, Fast Food, Beverages",3.5,400,Jayanagar,Chinese,Mid-Range,Average
N R Donne Biriyani,"Biryani, South Indian",3.8,250,Jayanagar,Biryani,Mid-Range,Good
Adiga's,"South Indian, North Indian, Chinese, Thalis, Juices, Desserts",3.8,200,Jayanagar,South Indian,Budget,Good
Sandwich Guru,"Fast Food, Snacks, Beverages",3.9,99,Jayanagar,Fast Food,Budget,Good
Piazza pizza by Little Italy,"Pizzas, Salads, Combo, Italian, Mexican, Desserts, Beverages, Pastas",3.5,500,Jayanagar,Pizzas,Premium,Average
Ashok Vattika,"North Indian, Chinese, Tandoor, Beverages, Desserts",3.7,400,Jayanagar,North Indian,Mid-Range,Good
Vijayalakshmi Veg,"South Indian, Chinese",3.9,140,Jayanagar,South Indian,Budget,Good
Amma's Pastries,"Bakery, Desserts",3.8,350,Jayanagar,Bakery,Mid-Range,Good
MEGHDUTH BIRYANIS,"Andhra, Biryani, South Indian",3.9,400,Jayanagar,Andhra,Mid-Range,Good
Bombay Kulfi,"Desserts, Ice Cream",3.8,100,Jayanagar,Desserts,Budget,Good
MITTI Cafe,"Continental, Indian, Pizzas, Beverages",3.7,350,Jayanagar,Continental,Mid-Range,Good
Sundae Zone,"Desserts, Ice Cream",3.9,150,Jayanagar,Desserts,Budget,Good
AL Bek,"Indian, Chinese",3.9,600,Jayanagar,Indian,Premium,Good
Patio 805,"Pan-Asian, North Indian, Pizzas, Desserts",3.9,300,Jayanagar,Pan-Asian,Mid-Range,Good
K C DAS ,"Bakery, Sweets",3.8,100,Jayanagar,Bakery,Budget,Good
Rajdhani,"Rajasthani, Thalis, Indian",3.5,400,Jayanagar,Rajasthani,Mid-Range,Average
Shake It Off,"Beverages, Combo, Desserts, Snacks",3.9,200,Jayanagar,Beverages,Budget,Good
The Jade Kitchen,"Chinese, Thai",3.9,450,Jayanagar,Chinese,Premium,Good
Pizza Hut,Pizzas,3.7,300,Jayanagar,Pizzas,Mid-Range,Good
City durbar,Indian,3.8,450,Jayanagar,Indian,Premium,Good
Donne Biriyani House,Biryani,3.9,300,Jayanagar,Biryani,Mid-Range,Good
Donne Biriyani Mane,Indian,3.8,400,Jayanagar,Indian,Mid-Range,Good
Chaatimes,"Chaat, Beverages",3.8,150,JP Nagar,Chaat,Budget,Good
Lassi Shop,"Beverages, Desserts",3.9,100,JP Nagar,Beverages,Budget,Good
Goli Vada Pav No .1,"Maharashtrian, North Indian, Street Food",3.7,100,JP Nagar,Maharashtrian,Budget,Good
Dal Roti,"North Indian, Rajasthani, Chinese, Sweets, Punjabi, Home Food",3.9,300,JP Nagar,North Indian,Mid-Range,Good
Skyline Pizzeria,Pizzas,3.9,500,JP Nagar,Pizzas,Premium,Good
Nandhana Palace,"Biryani, Andhra, South Indian, North Indian",3.8,500,JP Nagar,Biryani,Premium,Good
Bharjari badoota,Indian,3.1,200,JP Nagar,Indian,Budget,Average
"Frozen Bottle - Milkshakes, Desserts And Ice Cream","Beverages, Desserts, Ice Cream, Waffle, Bakery, Healthy Food",3.8,250,JP Nagar,Beverages,Mid-Range,Good
The Great Wok by Flayvor Co.,"Chinese, Asian, Thai, Pan-Asian, Burmese",3.6,500,JP Nagar,Chinese,Premium,Good
Kaveri Foods Andhrastyle,"Andhra, Biryani, Chinese, North Indian, Hyderabadi, Mughlai, Tandoor, Punjabi, S...",3.8,400,JP Nagar,Andhra,Mid-Range,Good
Green Cravings,"Healthy Food, Continental, Keto, Indian, Salads",3.8,350,JP Nagar,Healthy Food,Mid-Range,Good
Barbeque Nation,"North Indian, Barbecue, Biryani, Kebabs, Mughlai, Desserts",3.9,600,JP Nagar,North Indian,Premium,Good
Five Star Chicken,"American, Thai, Beverages, Combo",3.7,250,JP Nagar,American,Mid-Range,Good
69 DACKERS LANE,"Bengali, Biryani",3.4,250,JP Nagar,Bengali,Mid-Range,Average
Chickpete Jonne Biriyani House,"Biryani, Indian, Combo",3.8,300,JP Nagar,Biryani,Mid-Range,Good
Karnatic,"South Indian, Chettinad, Mangalorean, Andhra",3.8,600,JP Nagar,South Indian,Premium,Good
DESI CURRY      asal desi swaad,"North Indian, Indian",3.4,200,JP Nagar,North Indian,Budget,Average
Ninan's Steakhouse,"Steakhouse, Continental, Pastas, American, Italian, Salads, Barbecue, Grill",3.9,500,JP Nagar,Steakhouse,Premium,Good
Dindigul Thalappakatti,"Biryani, Barbecue, South Indian, Chinese, North Indian",3.5,550,JP Nagar,Biryani,Premium,Average
Funky Punjab,"Punjabi, North Indian, Tandoor, Biryani, Chinese",3.9,350,JP Nagar,Punjabi,Mid-Range,Good
Ultimate Biryanis,"Biryani, North Indian, Chinese",3.8,300,JP Nagar,Biryani,Mid-Range,Good
Kundana Andhrastyle family restaurant,"Andhra, Biryani, North Indian, Chinese, Mughlai, Hyderabadi, Punjabi, Tandoor, I...",3.6,400,JP Nagar,Andhra,Mid-Range,Good
Oven Story Pizza,"Pizzas, Italian",3.9,400,JP Nagar,Pizzas,Mid-Range,Good
KFC,"American, Snacks, Biryani",3.8,400,JP Nagar,American,Mid-Range,Good
Auntie Fung's,"Chinese, Thai, Asian",3.8,600,JP Nagar,Chinese,Premium,Good
Ande ka funda,"North Indian, Chinese",3.8,250,JP Nagar,North Indian,Mid-Range,Good
Shree Udupi Grand,"Chinese, South Indian, North Indian",3.9,300,JP Nagar,Chinese,Mid-Range,Good
CALL A CAKE ,"Bakery, Desserts",3.6,160,JP Nagar,Bakery,Budget,Good
Donne Biryani Dream House,"Biryani, Chinese, Indian",3.5,199,JP Nagar,Biryani,Budget,Average
Sweet Truth - Cake and Desserts,"Bakery, Desserts, Beverages",3.7,450,JP Nagar,Bakery,Premium,Good
Hunger Camp,"North Indian, Chinese",3.7,600,JP Nagar,North Indian,Premium,Good
Shanthi Sagar,"North Indian, Chinese, South Indian",3.8,300,JP Nagar,North Indian,Mid-Range,Good
SPARROW BITES,"Chinese, Indian, Beverages",3.3,199,JP Nagar,Chinese,Budget,Average
B2H - Biryani 2 Home,"Biryani, South Indian, North Indian, Andhra, Hyderabadi, Chinese, Beverages, Des...",3.5,399,JP Nagar,Biryani,Mid-Range,Average
Chaiffee Cafe,"Beverages, Snacks, Street Food, Fast Food",3.5,200,JP Nagar,Beverages,Budget,Average
UBQ by Barbeque Nation,"North Indian, Barbecue, Biryani, Kebabs, Mughlai, Desserts",3.9,300,JP Nagar,North Indian,Mid-Range,Good
Ministry of Ice Creams,Ice Cream,3.8,200,JP Nagar,Ice Cream,Budget,Good
MAM - My Aunty Mane,"South Indian, North Eastern, Biryani, Coastal, Gujarati",3.4,200,JP Nagar,South Indian,Budget,Average
Tiwari's Ghee Paratha & Chaat,"Desserts, Fast Food, Beverages",3.7,200,JP Nagar,Desserts,Budget,Good
Punjabi Chaska,"Punjabi, North Indian, Tandoor, Chinese, Biryani, Thalis",3.6,200,JP Nagar,Punjabi,Budget,Good
Hotel Empire,"North Indian, Kebabs, Biryani",3.9,450,JP Nagar,North Indian,Premium,Good
Banashankari Donne Biryani,"Biryani, South Indian, Chinese",3.5,199,JP Nagar,Biryani,Budget,Average
NH1 Bowls - Highway To North,"North Indian, Punjabi",3.8,250,JP Nagar,North Indian,Mid-Range,Good
Hosamane by Curryosity,"Indian, Andhra, Chettinad, Biryani, Snacks, South Indian",3.9,250,JP Nagar,Indian,Mid-Range,Good
Saapaad,"South Indian, Biryani, Beverages",3.0,150,JP Nagar,South Indian,Budget,Poor
Itminaan Biryani - Dum Pukht,"Biryani, North Indian, Mughlai",3.4,400,JP Nagar,Biryani,Mid-Range,Average
Gowdru Mudde Mane,"South Indian, Biryani",3.2,299,JP Nagar,South Indian,Mid-Range,Average
Le Arabia,"Arabian, Biryani, North Indian, Kerala, Chinese, Kebabs, Beverages, Seafood, Des...",3.7,400,JP Nagar,Arabian,Mid-Range,Good
Adithya,"Chinese, South Indian, North Indian, Desserts",3.9,200,JP Nagar,Chinese,Budget,Good
Onesta,"Italian, Desserts, Pizzas, American, Snacks",3.8,200,JP Nagar,Italian,Budget,Good
The Biryani Life,"Biryani, Hyderabadi, Lucknowi, North Indian, Mughlai, Desserts",3.9,250,JP Nagar,Biryani,Mid-Range,Good
Chats Katte,"Chaat, Ice Cream",3.3,200,JP Nagar,Chaat,Budget,Average
rajanna military hotel,"Indian, Biryani",3.6,300,JP Nagar,Indian,Mid-Range,Good
Punjab on Cloud,"North Indian, Chinese, Tandoor, Biryani, Beverages, Desserts",3.8,399,JP Nagar,North Indian,Mid-Range,Good
Paradise Biryani,"Biryani, Kebabs, North Indian, Hyderabadi",3.8,400,JP Nagar,Biryani,Mid-Range,Good
Chintu Biryani House,"Biryani, Tandoor, Seafood, South Indian, Chinese",3.4,199,JP Nagar,Biryani,Budget,Average
Maple & Olive,"American, Continental, Pastas, Salads, Healthy Food",3.5,500,JP Nagar,American,Premium,Average
Sri Raghavendra Davanagere Benne Dose Hotel,"South Indian, Fast Food",3.7,200,JP Nagar,South Indian,Budget,Good
Aramane Donne Biryani,"Biryani, South Indian, Beverages",3.8,199,JP Nagar,Biryani,Budget,Good
Donne Biryani Grand,"Biryani, South Indian",3.9,300,JP Nagar,Biryani,Mid-Range,Good
ZAZA 22 Spice Biryani,"Biryani, North Indian, Mughlai",3.4,250,Kadubeesanahalli,Biryani,Mid-Range,Average
THE BIG BARBEQUE,"Chinese, North Indian",3.6,599,Kadubeesanahalli,Chinese,Premium,Good
Madhurai Idli Dosa,South Indian,3.9,100,Kadubeesanahalli,South Indian,Budget,Good
Dindigul Thalappakatti,"Biryani, Barbecue, South Indian, Chinese, North Indian",3.8,600,Kadubeesanahalli,Biryani,Premium,Good
FreshMenu,"Chinese, Continental, Italian, Mediterranean, Thai, Lebanese, American, Asian, B...",3.8,250,Kadubeesanahalli,Chinese,Mid-Range,Good
Biryani Day,"North Indian, Chinese, Andhra, Biryani",3.8,250,Kadubeesanahalli,North Indian,Mid-Range,Good
Trupt,"Indian, Chinese, Tandoor",3.4,200,Kadubeesanahalli,Indian,Budget,Average
AB s Absolute Barbecues,"Biryani, Barbecue, North Indian, Chinese, Grill, Mughlai, Seafood, Kebabs, Pan-A...",3.4,400,Kadubeesanahalli,Biryani,Mid-Range,Average
Chilika Dhaba,"North Indian, Chinese, Biryani, Tandoor, Seafood",3.9,400,Kadubeesanahalli,North Indian,Mid-Range,Good
The food village,"Bengali, North Indian, Mughlai",3.7,150,Kadubeesanahalli,Bengali,Budget,Good
AL-BEK,"Arabian, Tandoor, Biryani",3.6,500,Kadubeesanahalli,Arabian,Premium,Good
SHANTHI SAGAR,"Chinese, Indian, Chaat, Beverages, Juices",3.9,150,Kadubeesanahalli,Chinese,Budget,Good
69 DACKERS LANE,"Bengali, Biryani",3.6,250,Kadubeesanahalli,Bengali,Mid-Range,Good
Odians,"Oriya, North Indian, Chinese",3.9,500,Kadubeesanahalli,Oriya,Premium,Good
DINE BELL,"Indian, Chinese, Kebabs, Biryani",3.7,300,Kadubeesanahalli,Indian,Mid-Range,Good
Sri Udupi Park,"South Indian, Chinese, Chaat, North Indian, Beverages",3.8,200,Kadubeesanahalli,South Indian,Budget,Good
God Of Tandoors,"North Indian, Biryani, Indian, Punjabi, Tandoor",3.5,250,Kadubeesanahalli,North Indian,Mid-Range,Average
EXPRESS BY AB'S,"Biryani, North Indian, Chinese, South Indian, Kebabs, Pan-Asian",3.4,400,Kadubeesanahalli,Biryani,Mid-Range,Average
Food Mingo,"North Indian, Chinese, Biryani, Beverages",3.5,200,Kadubeesanahalli,North Indian,Budget,Average
litti Bhandar,Indian,3.7,149,Kadubeesanahalli,Indian,Budget,Good
Spicy House,"Biryani, Andhra, North Indian, South Indian, Chinese, Combo",3.6,300,Kadubeesanahalli,Biryani,Mid-Range,Good
Barkaas Arabic Restaurant,Indian,3.7,250,Kadubeesanahalli,Indian,Mid-Range,Good
Foxtrot,"Continental, Chinese, Tibetan, Pizzas, Thai",3.8,900,Kadubeesanahalli,Continental,Luxury,Good
HOT SPICY,"North Indian, Chinese, Indian",3.6,300,Kadubeesanahalli,North Indian,Mid-Range,Good
Sri Lakshmi Biryani,"Biryani, North Indian, Snacks",3.3,200,Kadubeesanahalli,Biryani,Budget,Average
Dakshin,"South Indian, Biryani, North Indian",3.2,300,Kadubeesanahalli,South Indian,Mid-Range,Average
JK EDEN HUTS RESTAURANT,"Indian, Chinese",3.6,350,Kadubeesanahalli,Indian,Mid-Range,Good
MORE BITES MULTI-CUISINE KITCHEN,Chinese,3.5,299,Kadubeesanahalli,Chinese,Mid-Range,Average
Anandha Biryani House,"Biryani, Combo",3.8,300,Kadubeesanahalli,Biryani,Mid-Range,Good
Ande Ka Funda,North Indian,3.5,100,Kadubeesanahalli,North Indian,Budget,Average
Anjappar,"Chettinad, Thalis, Biryani, Chinese, Tandoor, South Indian, North Indian",3.8,500,Kadubeesanahalli,Chettinad,Premium,Good
Kaati Zone Rolls & Wraps,"Beverages, Bengali, Biryani, Indian, North Indian, Snacks, Street Food",3.9,150,Kadubeesanahalli,Beverages,Budget,Good
Itminaan Biryani - Dum Pukht,"Biryani, North Indian, Mughlai",3.6,400,Kadubeesanahalli,Biryani,Mid-Range,Good
KNIGHT BITE,"American, Continental, Desserts, Beverages",3.5,200,Kadubeesanahalli,American,Budget,Average
Hyderabadi Kitchen,"Biryani, Andhra, South Indian",3.6,300,Kadubeesanahalli,Biryani,Mid-Range,Good
Sri Shreshta Udupi,"South Indian, North Indian, Chinese, Chaat, Juices, Beverages, Biryani",3.4,200,Kadubeesanahalli,South Indian,Budget,Average
The Daily Bowl,"Indian, North Indian, South Indian",3.6,200,Kadubeesanahalli,Indian,Budget,Good
Thalassery Restaurant,"South Indian, Biryani, Kerala, North Indian, Chinese",3.7,300,Kadubeesanahalli,South Indian,Mid-Range,Good
Kolkata restaurant,"North Indian, Chinese, Biryani, Seafood",3.7,199,Kadubeesanahalli,North Indian,Budget,Good
Chakh Le India,"North Indian, Fast Food, South Indian, Biryani, Chinese, Combo, Thalis",3.1,200,Kadubeesanahalli,North Indian,Budget,Average
Peetuk,"Bengali, Chinese",3.8,500,Kadubeesanahalli,Bengali,Premium,Good
Burger It Up,"American, Fast Food, Continental, Beverages, Desserts",3.3,150,Kadubeesanahalli,American,Budget,Average
dadaboudi express,"Bengali, Thalis",3.7,350,Kadubeesanahalli,Bengali,Mid-Range,Good
Rolls Plaza,"North Indian, Biryani, Chinese, Snacks, South Indian, Bengali",3.9,300,Kadubeesanahalli,North Indian,Mid-Range,Good
Biryanis And More,"Biryani, Andhra, South Indian",3.8,400,Kadubeesanahalli,Biryani,Mid-Range,Good
Swathi Deluxe,"Mughlai, North Indian, Seafood, Biryani",3.9,400,Kadubeesanahalli,Mughlai,Mid-Range,Good
Mostly Grills,"Tandoor, North Indian, Chinese, Snacks",3.8,400,Kadubeesanahalli,Tandoor,Mid-Range,Good
Pure Andhra Style Reddy's Restaurant,"Chinese, North Indian, Continental, Desserts, Beverages, Seafood, Hyderabadi",3.7,450,Kadubeesanahalli,Chinese,Premium,Good
Sri Jayadurga Biryani,"Biryani, South Indian, Andhra, Hyderabadi, Snacks",3.7,300,Kadubeesanahalli,Biryani,Mid-Range,Good
KFC,"American, Snacks, Biryani",3.8,550,Kadubeesanahalli,American,Premium,Good
Dilli Da Dhaba,"North Indian, Tandoor, Biryani, Chinese, Punjabi, Fast Food, Combo",3.7,299,Kadubeesanahalli,North Indian,Mid-Range,Good
Odishi restaurant,"Bengali, Indian, Chinese",3.6,300,Kadubeesanahalli,Bengali,Mid-Range,Good
T4Chai,"Beverages, North Indian",3.8,100,Kadubeesanahalli,Beverages,Budget,Good
Poorva Restaurant - Simply East,"Oriya, Chinese, North Indian, Tandoor, Bengali",3.7,400,Kadubeesanahalli,Oriya,Mid-Range,Good
Onesta,"Italian, Desserts, Pizzas, American, Snacks",3.6,200,Kadubeesanahalli,Italian,Budget,Good
The Biryani Life,"Biryani, Hyderabadi, Lucknowi, North Indian, Mughlai, Desserts",3.3,250,Kadubeesanahalli,Biryani,Mid-Range,Average
Andhra Masala,Indian,3.7,300,Kadubeesanahalli,Indian,Mid-Range,Good
Food Zone,"North Indian, Chinese, Biryani, Beverages",3.6,250,Kadubeesanahalli,North Indian,Mid-Range,Good
Cocofit,"Beverages, Ice Cream",3.8,250,Kadubeesanahalli,Beverages,Mid-Range,Good
Cupcake Bliss Cakes & Desserts,"Bakery, Desserts, Beverages",3.9,200,Kadubeesanahalli,Bakery,Budget,Good
Ghee and Turmeric,"North Indian, Tandoor, Punjabi, Beverages, Desserts, Mughlai",3.9,500,Kadubeesanahalli,North Indian,Premium,Good
Shakahari Company,"North Indian, Chinese, Biryani, Tandoor",3.7,300,Kadubeesanahalli,North Indian,Mid-Range,Good
Indiana Burgers,"American, Beverages",3.8,150,Kadubeesanahalli,American,Budget,Good
The Dessert Zone,"Bakery, Desserts, Ice Cream, Beverages",3.7,200,Kadubeesanahalli,Bakery,Budget,Good
BHOGH-teste of bengal,"Bengali, Combo",3.9,350,Kadubeesanahalli,Bengali,Mid-Range,Good
Chandni Chowk,"North Indian, Chaat, Fast Food, Combo, Snacks, Street Food, Sweets",3.8,150,Kadubeesanahalli,North Indian,Budget,Good
slv food corner,South Indian,3.8,100,Kadubeesanahalli,South Indian,Budget,Good
Bowl 99,"North Indian, Indian",3.7,200,Kadubeesanahalli,North Indian,Budget,Good
Green Cravings,"Healthy Food, Continental, Keto, Indian, Salads",3.4,250,Kadubeesanahalli,Healthy Food,Mid-Range,Average
LE ARABIA RESTAURANT,"Arabian, North Indian, Grill, Tandoor, Kerala, Biryani, Beverages, Chinese, Seaf...",3.4,500,Kadubeesanahalli,Arabian,Premium,Average
Cafe Biryani,"Biryani, Chinese, North Indian, Tandoor",3.8,200,Kadubeesanahalli,Biryani,Budget,Good
Sri Anjaneya tiffins and curries,"South Indian, Snacks",3.4,150,Kadubeesanahalli,South Indian,Budget,Average
The Bengal Club,Bengali,3.8,500,Kadubeesanahalli,Bengali,Premium,Good
Biryani By Kilo,"Biryani, Hyderabadi, Lucknowi, Kebabs, Mughlai, Desserts, Beverages",3.9,500,Kadubeesanahalli,Biryani,Premium,Good
Absolute Shawarma,"Arabian, Mexican",3.7,250,Kadugodi,Arabian,Mid-Range,Good
"Frozen Bottle - Milkshakes, Desserts And Ice Cream","Beverages, Desserts, Ice Cream, Combo, Waffle, Bakery, Healthy Food",3.7,250,Kadugodi,Beverages,Mid-Range,Good
The Kim Chi Chef,"Thai, Chinese",3.9,400,Kadugodi,Thai,Mid-Range,Good
Pizza Hut,Pizzas,3.5,350,Kadugodi,Pizzas,Mid-Range,Average
Imperio Restaurant,"Chinese, South Indian, North Indian, Continental, Desserts, Kerala, Beverages, M...",3.8,500,Kadugodi,Chinese,Premium,Good
Zomoz - The Momo Company,"Tibetan, Chinese, Asian, Street Food, Fast Food",3.5,250,Kadugodi,Tibetan,Mid-Range,Average
AMBUR HOT DUM BIRIYANI,Biryani,3.5,150,Kadugodi,Biryani,Budget,Average
NH1 Bowls - Highway To North,"North Indian, Punjabi",3.8,250,Kadugodi,North Indian,Mid-Range,Good
The Bawarchi,"Andhra, South Indian, Hyderabadi, North Indian, Indian, Biryani, Tandoor, Home F...",3.7,200,Kadugodi,Andhra,Budget,Good
Orbis Restaurant,"North Indian, Chinese, Beverages, Ice Cream",3.6,300,Kadugodi,North Indian,Mid-Range,Good
Hao Chi,"Chinese, Thai, Pan-Asian, Asian, Desserts",3.9,400,Kadugodi,Chinese,Mid-Range,Good
Biryani Mount,"Biryani, North Indian",3.8,400,Kadugodi,Biryani,Mid-Range,Good
Snack House,Street Food,3.7,300,Kadugodi,Street Food,Mid-Range,Good
Chatora Chaat Corner,North Indian,3.7,100,Kadugodi,North Indian,Budget,Good
Hyderabadi Biryani Park,"Biryani, Indian, North Indian, South Indian",3.6,300,Kadugodi,Biryani,Mid-Range,Good
Neerav Chinese Cusine,Beverages,3.9,240,Kadugodi,Beverages,Mid-Range,Good
SLAY Coffee,"Beverages, Desserts",3.6,200,Kadugodi,Beverages,Budget,Good
Itminaan Biryani - Dum Pukht,"Biryani, North Indian, Mughlai",3.8,400,Kadugodi,Biryani,Mid-Range,Good
Imperio Juice and Cafe,Juices,3.0,250,Kadugodi,Juices,Mid-Range,Poor
The Good Bowl,"North Indian, Punjabi, Biryani, Chinese, Beverages, Desserts, Jain, Indian, Hyde...",3.9,400,Kadugodi,North Indian,Mid-Range,Good
Tandoori Zone,"Tandoor, Indian, Chinese, Biryani, Mughlai",3.3,300,Kadugodi,Tandoor,Mid-Range,Average
That Bangalore Place,"Indian, Chinese",3.8,400,Kadugodi,Indian,Mid-Range,Good
